timestamp,latitude,longitude
1681712759.79522,45.423983568367944,11.947764940570991
1681712760.795542,45.423973635812686,11.947803748782675
1681712762.023389,45.423929337454425,11.94783031941573
1681712763.035051,45.42393172629683,11.9478352647386
1681712764.0006232,45.42392925363539,11.947845155384343
1681712765.0006099,45.42392523032187,11.947855548944275
1681712766.0005794,45.423922338565276,11.947866193961303
1681712767.0005555,45.423917393242405,11.947883041586678
1681712768.0005352,45.423909807620035,11.947906008001368
1681712769.0005,45.42390360501169,11.947925873111885
1681712770.0004783,45.423900000793324,11.94794666023175
1681712771.0004587,45.42389382488426,11.947970254610059
1681712772.000423,45.42388856263036,11.947995704749765
1681712773.0004025,45.42387999837532,11.948025952407603
1681712774.0003822,45.42387432459907,11.948041394548898
1681712775.000353,45.42387137789567,11.948063215330674
1681712776.0003395,45.42387569535926,11.94807982675748
1681712777.0003269,45.42388183746706,11.948091318290901
1681712778.0003014,45.423887231409154,11.948108239302409
1681712779.0002747,45.42389442237055,11.948111978533463
1681712780.0002513,45.423906695514354,11.948112801662544
1681712781.0002272,45.42391290582858,11.948107691144683
1681712782.0002043,45.42392237790818,11.94811711059815
1681712783.0001817,45.42393053445128,11.94813270093385
1681712784.0001607,45.42394598177758,11.94814841931606
1681712785.0001411,45.423960010513575,11.948163180208317
1681712786.000121,45.42397520157892,11.948175576474567
1681712787.0001018,45.423992000735744,11.948193732872173
1681712788.0000834,45.424008075726,11.94821139933625
1681712789.0000656,45.42402322060629,11.948221533254507
1681712790.0000484,45.42404096812772,11.94822926984861
1681712791.000031,45.424106038624465,11.948346176884527
1681712792.0000153,45.42412813872791,11.948355509101226
1681712792.999999,45.42414142149073,11.948357649509623
1681712793.9999833,45.4241585100234,11.948364176864535
1681712794.999968,45.424179182864066,11.948361889625783
1681712795.9999533,45.424190755649775,11.948370911345425
1681712796.9999385,45.4242076073374,11.948381394725052
1681712797.9999242,45.42422578638101,11.948392731260146
1681712798.9999104,45.42424358625506,11.948408444554454
1681712799.9998965,45.42427047588634,11.948415989603527
1681712800.999883,45.42428870352861,11.948434487836176
1681712801.9998693,45.4243086469224,11.94843772633451
1681712802.999857,45.42432505299506,11.94844077819393
1681712803.9998446,45.424338708254865,11.948450531747678
1681712804.9998314,45.42435212242518,11.948465922487113
1681712805.9998195,45.42436446413858,11.948469642024065
1681712806.9998076,45.42438065662886,11.948477717018257
1681712807.9997952,45.4243969761516,11.948481668378376
1681712808.9997828,45.424411755179634,11.948491775468815
1681712809.9997718,45.42441780636568,11.948491962840496
1681712810.9997609,45.424418527204466,11.948489344842772
1681712811.9997487,45.4244073849621,11.948484909139065
1681712812.9997377,45.42442030886104,11.948494001489458
1681712813.999725,45.42443114863793,11.948503230805903
1681712814.999715,45.424446715395085,11.948516120782786
1681712815.9997044,45.424468023830094,11.948528054647365
1681712816.9996934,45.42448602102583,11.948539514608166
1681712817.999682,45.42450003776809,11.94854861292988
1681712818.9996715,45.42451450135774,11.948561669082492
1681712819.9996607,45.42452663537693,11.948575700473508
1681712820.9996505,45.42454151384995,11.948582509304387
1681712821.9996395,45.42455547204166,11.948595960138656
1681712822.9996288,45.42456822640752,11.948607271501334
1681712823.9996185,45.42457895272976,11.94861916334926
1681712824.9996085,45.42459451100441,11.948628071913154
1681712825.999598,45.42460920736509,11.948637849335327
1681712826.999588,45.42462585327752,11.948648050943413
1681712827.9995775,45.42464382169663,11.948655957791335
1681712828.9995675,45.42465142089484,11.94866344882446
1681712829.999557,45.424666108850055,11.948668690505183
1681712830.9995475,45.424677009525745,11.948678245910687
1681712831.999536,45.42469262517149,11.948682259306699
1681712832.9995265,45.42470061794983,11.948685793590531
1681712833.999516,45.424692304371646,11.94868961190715
1681712834.999507,45.424692134357684,11.948677303520583
1681712835.999497,45.424678116617144,11.948667697929984
1681712836.999487,45.424670739595555,11.948648719012004
1681712837.999477,45.42466561102821,11.948620058654429
1681712838.9994676,45.42466093540854,11.94859151383362
1681712839.9994574,45.424654024513174,11.948567484531477
1681712840.9994469,45.42464717174516,11.948545524190783
1681712841.9994369,45.424636476826414,11.948527179029552
1681712842.9994268,45.42462639298007,11.948511360900342
1681712843.9994178,45.42462203973414,11.948492279149754
1681712844.9994082,45.42461862961929,11.948471054555373
1681712845.9993978,45.42461622562428,11.948451014483007
1681712846.9993887,45.424612716346935,11.94843171580955
1681712847.999379,45.42460933564583,11.94841421359962
1681712848.9993691,45.424596268970014,11.948397542344072
1681712849.9993591,45.424584539760005,11.948383881759574
1681712850.99935,45.42457670323495,11.94836757031414
1681712851.999339,45.4245722724489,11.948350300506766
1681712852.999331,45.42456768760976,11.948332256187303
1681712853.9993203,45.42456363004581,11.94831659331761
1681712854.9993103,45.424556212040166,11.948300815621794
1681712855.999301,45.42455309766841,11.948291327302037
1681712856.9992914,45.424550273085906,11.948282381257272
1681712857.999282,45.42454094563924,11.948276455597744
1681712858.9992719,45.42452563744947,11.948281062381973
1681712859.9992626,45.424514002221045,11.948284182313099
1681712860.9992528,45.424502525227055,11.948278152565056
1681712861.9992428,45.424489773811054,11.948273113120354
1681712862.999234,45.42448024307186,11.948260625848482
1681712863.9992232,45.4244719406244,11.948244031354106
1681712864.9992146,45.42446314868909,11.948231578584105
1681712865.9992046,45.424454499361936,11.94822418331757
1681712867.9991856,45.42442862890653,11.948220217920333
1681712868.9991758,45.42441690284897,11.948213782927825
1681712869.9991663,45.424404127170355,11.94820932103642
1681712870.9991574,45.42439341763732,11.948201138467363
1681712871.999148,45.42438282138306,11.948192011002417
1681712872.9991376,45.4243711873286,11.948185164038055
1681712873.9991274,45.42435903415764,11.948185097404565
1681712874.999118,45.424346514043066,11.948190888765742
1681712875.9991083,45.42433530695568,11.948198430670587
1681712876.9990997,45.4243254849317,11.948204990281823
1681712877.9990897,45.42431717870293,11.948208948388835
1681712878.9990792,45.42430815533855,11.948211097298358
1681712879.9990706,45.424293370063374,11.948210983832016
1681712880.9990604,45.42427859267172,11.948212051842901
1681712881.999051,45.42426571798378,11.948217694762596
1681712882.999042,45.42425585792994,11.948220271321912
1681712883.999032,45.42424547991201,11.94822008064059
1681712884.9990222,45.424229382237954,11.948217820726624
1681712885.9990134,45.424219715669594,11.94823197067549
1681712886.9990034,45.42421585898068,11.948250629345065
1681712887.9989939,45.42420827592069,11.948257530741317
1681712888.9989839,45.424197773167116,11.948257488528043
1681712890.0000768,45.42418836437673,11.948268624728817
1681712891.000082,45.42418652086268,11.948276908533037
1681712892.0000744,45.42417572489518,11.948290187437175
1681712893.0000815,45.424170895987096,11.948300869114583
1681712894.0000854,45.424166748007174,11.948311102418655
1681712895.0000758,45.424158627928755,11.948312267489252
1681712896.000082,45.42414322010717,11.94830953273306
1681712897.0000868,45.42413821439377,11.94830155436181
1681712898.0000749,45.42413072298543,11.948304773257279
1681712899.0000772,45.42412887685565,11.948308098556396
1681712900.000082,45.42413022259001,11.94831591020928
1681712905.182488,45.424131286332845,11.948317506315506
1681712906.0420442,45.424131286332845,11.948317506315506
